,Country,Num Likes,Category
0,CA,216346746.0,Entertainment
1,CA,216346746.0,Music
2,CA,216346746.0,People & Blogs
3,FR,216346746.0,Entertainment
4,FR,216346746.0,Music
5,FR,216346746.0,Comedy
6,GB,216346746.0,Music
7,GB,216346746.0,Entertainment
8,GB,216346746.0,People & Blogs
9,US,216346746.0,Music
10,US,216346746.0,Entertainment
11,US,216346746.0,People & Blogs
